# Version 1.00
#
freq[Hz] db:Trc4_S11 ang:Trc4_S11 
2.858000000000000E+009 -2.987077236105915E+001 8.236760595197511E+001 
2.874000000000000E+009 -3.347122980791802E+001 9.870730657418953E+001 
2.890000000000000E+009 -3.157137975069531E+001 1.121819668881659E+002 
2.906000000000000E+009 -2.972585567675741E+001 1.068851611364934E+002 
2.922000000000000E+009 -3.393652888816460E+001 8.618731255032516E+001 
2.938000000000000E+009 -3.385154173686146E+001 9.676970703315175E+001 
2.954000000000000E+009 -3.271018316580180E+001 9.378202704474001E+001 
2.970000000000000E+009 -4.154287461092089E+001 9.114426578779042E+001 
2.986000000000000E+009 -3.365148337415767E+001 1.054966027093306E+002 
3.002000000000000E+009 -3.379899611830943E+001 1.128057916652483E+002 
3.018000000000000E+009 -3.865518198288302E+001 1.259649321623721E+002 
3.034000000000000E+009 -3.322010381597912E+001 8.114599951764916E+001 
3.050000000000000E+009 -3.234305902489458E+001 4.695114934197594E+001 
3.066000000000000E+009 -3.488004361086039E+001 4.348187057455424E+001 
3.082000000000000E+009 -3.294870712693366E+001 8.624266891976608E+001 
3.098000000000000E+009 -3.741472015671349E+001 4.664111688291538E+001 
3.114000000000000E+009 -3.425567775328416E+001 8.227220374367249E+001 
3.130000000000000E+009 -3.390372613010917E+001 2.545075915909028E+001 
3.146000000000000E+009 -3.472705354499559E+001 4.594170966045124E+001 
3.162000000000000E+009 -3.513263523036496E+001 1.006622716829628E+001 
3.178000000000000E+009 -3.377109176182430E+001 -2.353512227860706E+001 
3.194000000000000E+009 -3.482583874599797E+001 -3.575415341585875E+001 
3.210000000000000E+009 -2.953624785368938E+001 3.354420682604710E+000 
3.226000000000000E+009 -2.970680329821790E+001 -2.580977651371654E-001 
3.242000000000000E+009 -2.792978786522076E+001 -4.026745621648465E+001 
3.258000000000000E+009 -2.861778806133770E+001 -2.940536581960720E+001 
3.274000000000000E+009 -2.846247614036802E+001 -3.106315825189976E+001 
3.290000000000000E+009 -2.678235060776048E+001 -3.333546488551946E+001 
3.306000000000000E+009 -2.583114779465938E+001 -4.483210128470733E+001 
3.322000000000000E+009 -2.736848037017885E+001 -6.250377640073458E+001 
3.338000000000000E+009 -2.567242144415120E+001 -7.031447098676682E+001 
3.354000000000000E+009 -2.412736050509780E+001 -6.319864438230344E+001 
3.370000000000000E+009 -2.345226842943895E+001 -6.041567867998212E+001 
3.386000000000000E+009 -2.352207106505811E+001 -7.367775117677972E+001 
3.402000000000000E+009 -2.230704915775550E+001 -7.995187433402978E+001 
3.418000000000000E+009 -2.264318226769258E+001 -8.142643654752536E+001 
3.434000000000000E+009 -2.303580491047579E+001 -9.245591687658475E+001 
3.450000000000000E+009 -2.249013561644837E+001 -8.412579659208677E+001 
3.466000000000000E+009 -2.088956620795081E+001 -9.549548661253175E+001 
3.482000000000000E+009 -2.135342435606808E+001 -9.440625289401957E+001 
3.498000000000000E+009 -2.030573018965164E+001 -1.045592615112659E+002 
3.514000000000000E+009 -2.036479392264481E+001 -1.046212097192240E+002 
3.530000000000000E+009 -1.968033348599153E+001 -1.087334868498896E+002 
3.546000000000000E+009 -1.933129714141470E+001 -1.170687710686796E+002 
3.562000000000000E+009 -1.922806734109359E+001 -1.128403275473254E+002 
3.578000000000000E+009 -1.853213365519167E+001 -1.248262070214251E+002 
3.594000000000000E+009 -1.825865451864051E+001 -1.243516954764573E+002 
3.610000000000000E+009 -1.892719961603973E+001 -1.220209744382994E+002 
3.626000000000000E+009 -1.795186379041152E+001 -1.417557634511583E+002 
3.642000000000000E+009 -1.776700977685661E+001 -1.387650937475557E+002 
3.658000000000000E+009 -1.752213683089321E+001 -1.392792948184492E+002 
3.674000000000000E+009 -1.848470627981440E+001 -1.401213301242777E+002 
3.690000000000000E+009 -1.724652600056468E+001 -1.465142360679057E+002 
3.706000000000000E+009 -1.748588718805155E+001 -1.536288669199685E+002 
3.722000000000000E+009 -1.650836289395112E+001 -1.522787309615393E+002 
3.738000000000000E+009 -1.747999840790003E+001 -1.640749142333394E+002 
3.754000000000000E+009 -1.673728553793342E+001 -1.635903084917849E+002 
3.770000000000000E+009 -1.694414887168457E+001 -1.648722600052373E+002 
3.786000000000000E+009 -1.697658993200793E+001 -1.718085167778214E+002 
3.802000000000000E+009 -1.654854100083471E+001 -1.761093001978171E+002 
3.818000000000000E+009 -1.614968408369728E+001 -1.779888886201549E+002 
3.834000000000000E+009 -1.574710118093904E+001 1.789076550099345E+002 
3.850000000000000E+009 -1.647746044444959E+001 1.730255224531835E+002 
3.866000000000000E+009 -1.633241137252319E+001 1.754069911140988E+002 
3.882000000000000E+009 -1.594977965685117E+001 1.681183156200427E+002 
3.898000000000000E+009 -1.503302085638044E+001 1.690382132748812E+002 
3.914000000000000E+009 -1.549465500320887E+001 1.675988869150318E+002 
3.930000000000000E+009 -1.572689021665576E+001 1.587432469879695E+002 
3.946000000000000E+009 -1.591858324827315E+001 1.604106253305509E+002 
3.962000000000000E+009 -1.535309388744181E+001 1.610718356632098E+002 
3.978000000000000E+009 -1.504867551121260E+001 1.480423863495969E+002 
3.994000000000000E+009 -1.487586724260544E+001 1.487102441793068E+002 
4.010000000000000E+009 -1.533150573010024E+001 1.463012896521409E+002 
4.026000000000000E+009 -1.547249588042710E+001 1.362115945732897E+002 
4.042000000000000E+009 -1.574010370028856E+001 1.358001488802706E+002 
4.058000000000000E+009 -1.546384643452932E+001 1.345086523692564E+002 
4.074000000000000E+009 -1.529881845964466E+001 1.271909746231807E+002 
4.090000000000000E+009 -1.547560281741648E+001 1.257053213137306E+002 
4.106000000000000E+009 -1.495226330728138E+001 1.247873783482359E+002 
4.122000000000000E+009 -1.510673753908085E+001 1.209016938773975E+002 
4.138000000000000E+009 -1.607668393459688E+001 1.145443954966865E+002 
4.154000000000000E+009 -1.510809814157747E+001 1.139026151381442E+002 
4.170000000000000E+009 -1.527544025797475E+001 1.095540314199952E+002 
4.186000000000000E+009 -1.535152893228481E+001 1.045627840252051E+002 
4.202000000000000E+009 -1.489926034203332E+001 1.030207896847251E+002 
4.218000000000000E+009 -1.466605907728581E+001 9.762270481057729E+001 
4.234000000000000E+009 -1.459767291965015E+001 9.182638196224393E+001 
4.250000000000000E+009 -1.493254774416149E+001 9.208013302352912E+001 
4.266000000000000E+009 -1.540885898958942E+001 8.642510228779402E+001 
4.282000000000000E+009 -1.474638111383789E+001 8.415775856269696E+001 
4.298000000000000E+009 -1.442362136120131E+001 7.667718704710205E+001 
4.314000000000000E+009 -1.443182486408121E+001 7.445742724137624E+001 
4.330000000000000E+009 -1.472291449954636E+001 6.795485987896348E+001 
4.346000000000000E+009 -1.412402196172651E+001 6.559830306481472E+001 
4.362000000000000E+009 -1.432196450126243E+001 5.878915153896686E+001 
4.378000000000000E+009 -1.430813731848243E+001 5.478224977147369E+001 
4.394000000000000E+009 -1.403238512637067E+001 5.126221357107764E+001 
4.410000000000000E+009 -1.394705694403966E+001 4.768517711522024E+001 
4.426000000000000E+009 -1.406993556216251E+001 4.235236607189091E+001 
4.442000000000000E+009 -1.396150613083178E+001 3.635734509353003E+001 
4.458000000000000E+009 -1.376508340406638E+001 3.375666080429158E+001 
4.474000000000000E+009 -1.344066000905020E+001 2.883332533424926E+001 
4.490000000000000E+009 -1.287402607965691E+001 2.382994106837247E+001 
4.506000000000000E+009 -1.255502715959930E+001 1.897671703716643E+001 
4.522000000000000E+009 -1.237075973692664E+001 1.273072840905632E+001 
4.538000000000000E+009 -1.307483531337005E+001 6.791254835049942E+000 
4.554000000000000E+009 -1.223127500063143E+001 3.500344179783308E+000 
4.570000000000000E+009 -1.188202920758859E+001 -2.432837020009360E-001 
4.586000000000000E+009 -1.168190614128054E+001 -6.019837272780483E+000 
4.602000000000000E+009 -1.185439099297630E+001 -6.268226000970272E+000 
4.618000000000000E+009 -1.188845076901591E+001 -1.038018084884526E+001 
4.634000000000000E+009 -1.131723421109035E+001 -2.059367077338306E+001 
4.650000000000000E+009 -1.098041678903080E+001 -2.297134740265966E+001 
