# Version 1.00
#
freq[Hz] db:Trc4_S21 ang:Trc4_S21 
1.978000000000000E+009 -7.128199051195888E+000 -2.793016887370407E+001 
1.994000000000000E+009 -7.200693087313550E+000 -3.063350944231866E+001 
2.010000000000000E+009 -7.010872121108087E+000 -3.174846951711061E+001 
2.026000000000000E+009 -6.674868594944162E+000 -3.467444515939877E+001 
2.042000000000000E+009 -6.628513060180317E+000 -4.003078087648209E+001 
2.058000000000000E+009 -6.855994842093338E+000 -4.552103490582044E+001 
2.074000000000000E+009 -6.971273222796135E+000 -4.677864777477652E+001 
2.090000000000000E+009 -6.698812764102022E+000 -4.565698484469489E+001 
2.106000000000000E+009 -6.375885448451762E+000 -5.129944906605385E+001 
2.122000000000000E+009 -6.219286849148884E+000 -5.543044949638023E+001 
2.138000000000000E+009 -6.484406518383164E+000 -6.138374048227731E+001 
2.154000000000000E+009 -6.739120242709923E+000 -6.408192680469944E+001 
2.170000000000000E+009 -6.634862739582398E+000 -6.349884214827166E+001 
2.186000000000000E+009 -6.127243864378261E+000 -6.891981417632150E+001 
2.202000000000000E+009 -5.964655366113916E+000 -7.150271640189418E+001 
2.218000000000000E+009 -6.185387407004292E+000 -7.788477200997751E+001 
2.234000000000000E+009 -6.393672396659169E+000 -8.061073536576622E+001 
2.250000000000000E+009 -6.316119667088161E+000 -8.148479569642198E+001 
2.266000000000000E+009 -6.106180540647118E+000 -8.482769255257156E+001 
2.282000000000000E+009 -5.882085451659259E+000 -8.667271880305775E+001 
2.298000000000000E+009 -5.911343024641400E+000 -9.371736366574551E+001 
2.314000000000000E+009 -6.125667276580471E+000 -9.861245617614972E+001 
2.330000000000000E+009 -6.102964407904587E+000 -1.013570113698903E+002 
2.346000000000000E+009 -5.942216754356313E+000 -1.039041769923685E+002 
2.362000000000000E+009 -5.939253773211384E+000 -1.069183408062300E+002 
2.378000000000000E+009 -5.960992484271134E+000 -1.111551572102598E+002 
2.394000000000000E+009 -5.996878365514863E+000 -1.121051222846499E+002 
2.410000000000000E+009 -5.778862928505874E+000 -1.153826181422890E+002 
2.426000000000000E+009 -5.777138598868755E+000 -1.222725718475081E+002 
2.442000000000000E+009 -5.794374574065855E+000 -1.279812599094883E+002 
2.458000000000000E+009 -5.934179411563589E+000 -1.306344878319924E+002 
2.474000000000000E+009 -6.016868467427590E+000 -1.334963982715925E+002 
2.490000000000000E+009 -5.736942820955552E+000 -1.312295022812479E+002 
2.506000000000000E+009 -5.682897174134255E+000 -1.390212199951407E+002 
2.522000000000000E+009 -5.700343775569954E+000 -1.440943672643385E+002 
2.538000000000000E+009 -5.915781826963390E+000 -1.474339324006421E+002 
2.554000000000000E+009 -5.978200218021480E+000 -1.493678740910746E+002 
2.570000000000000E+009 -5.893546899284462E+000 -1.511553442492564E+002 
2.586000000000000E+009 -5.635936258364656E+000 -1.544042349176532E+002 
2.602000000000000E+009 -5.578215792683737E+000 -1.576059592748511E+002 
2.618000000000000E+009 -5.676247062686255E+000 -1.618941843599424E+002 
2.634000000000000E+009 -5.830592006023647E+000 -1.673359920195161E+002 
2.650000000000000E+009 -5.903655661430208E+000 -1.698219592901300E+002 
2.666000000000000E+009 -5.777640769669437E+000 -1.743171531630567E+002 
2.682000000000000E+009 -5.712891367350031E+000 -1.741534307519053E+002 
2.698000000000000E+009 -5.608969559465213E+000 1.789988241610920E+002 
2.714000000000000E+009 -5.728294220506101E+000 1.749445314837720E+002 
2.730000000000000E+009 -5.776346583968797E+000 1.723993542938586E+002 
2.746000000000000E+009 -5.765746485258548E+000 1.679387408585997E+002 
2.762000000000000E+009 -5.796400666270085E+000 1.647182149421230E+002 
2.778000000000000E+009 -5.794462486545511E+000 1.619564076836894E+002 
2.794000000000000E+009 -5.769405911317638E+000 1.613711673054243E+002 
2.810000000000000E+009 -5.612422399087548E+000 1.573282355268092E+002 
2.826000000000000E+009 -5.694451190059669E+000 1.534751123524958E+002 
2.842000000000000E+009 -5.687493989445122E+000 1.462387661281377E+002 
2.858000000000000E+009 -5.880006855771991E+000 1.469312496968082E+002 
2.874000000000000E+009 -5.901380127591343E+000 1.434345372283706E+002 
2.890000000000000E+009 -5.852058779901653E+000 1.390591624445746E+002 
2.906000000000000E+009 -5.614367165709568E+000 1.370055243109320E+002 
2.922000000000000E+009 -5.472884366847334E+000 1.319358051302236E+002 
2.938000000000000E+009 -5.710878092211539E+000 1.270450800256187E+002 
2.954000000000000E+009 -6.028017223407433E+000 1.208256817144734E+002 
2.970000000000000E+009 -6.127949743549440E+000 1.212922489212416E+002 
2.986000000000000E+009 -5.767747118773499E+000 1.209822855353412E+002 
3.002000000000000E+009 -5.493826266191642E+000 1.162013024510732E+002 
3.018000000000000E+009 -5.536011389326084E+000 1.116057267031389E+002 
3.034000000000000E+009 -5.901848095600931E+000 1.077584721223242E+002 
3.050000000000000E+009 -6.132560396769264E+000 1.021965932665678E+002 
3.066000000000000E+009 -5.967122018100779E+000 1.035886384514103E+002 
3.082000000000000E+009 -5.641384250808268E+000 9.909014668562165E+001 
3.098000000000000E+009 -5.654857925121993E+000 9.303107772596010E+001 
3.114000000000000E+009 -5.773948322156453E+000 8.940001227961930E+001 
3.130000000000000E+009 -5.936947184484462E+000 8.825787063037208E+001 
3.146000000000000E+009 -5.831493788982198E+000 8.576385571528373E+001 
3.162000000000000E+009 -5.774454743126396E+000 8.038807913964537E+001 
3.178000000000000E+009 -5.811523408250090E+000 7.628562938424513E+001 
3.194000000000000E+009 -5.854675182637039E+000 7.396523797378883E+001 
3.210000000000000E+009 -5.674264775889729E+000 7.080424742421415E+001 
3.226000000000000E+009 -5.454082157520261E+000 6.754101014492449E+001 
3.242000000000000E+009 -5.662912185601328E+000 5.909568323011110E+001 
3.258000000000000E+009 -6.115362218584456E+000 5.784483165138868E+001 
3.274000000000000E+009 -6.189482126077194E+000 5.776706115785106E+001 
3.290000000000000E+009 -5.611325078355793E+000 5.593144698377395E+001 
3.306000000000000E+009 -5.214925109326198E+000 5.027418050287341E+001 
3.322000000000000E+009 -5.396188725113110E+000 4.043003969211935E+001 
3.338000000000000E+009 -6.165392726818587E+000 3.914742246039182E+001 
3.354000000000000E+009 -6.523510073680995E+000 3.902063450869527E+001 
3.370000000000000E+009 -5.911795282593790E+000 3.897180692923318E+001 
3.386000000000000E+009 -5.216577362000042E+000 3.322288861707412E+001 
3.402000000000000E+009 -5.433729700049605E+000 2.652517144203015E+001 
3.418000000000000E+009 -6.111418837494189E+000 2.201625060339454E+001 
3.434000000000000E+009 -6.321214379971019E+000 2.228250642682128E+001 
3.450000000000000E+009 -5.989646171068906E+000 1.970371976763502E+001 
3.466000000000000E+009 -5.648472629629219E+000 1.294057566918177E+001 
3.482000000000000E+009 -5.875481503927669E+000 6.253344291701787E+000 
3.498000000000000E+009 -6.216108744108939E+000 6.248397673590072E+000 
3.514000000000000E+009 -6.145615960425807E+000 2.813302633329524E+000 
3.530000000000000E+009 -5.895808024827622E+000 -2.543911349662024E+000 
3.546000000000000E+009 -6.218078812689122E+000 -6.920169109369892E+000 
3.562000000000000E+009 -6.792575615865618E+000 -1.040433998412795E+001 
3.578000000000000E+009 -6.805551556066796E+000 -9.120044002849765E+000 
3.594000000000000E+009 -6.206255190515486E+000 -1.393916452870332E+001 
3.610000000000000E+009 -5.888843335537271E+000 -1.974070925031110E+001 
3.626000000000000E+009 -6.644764027133597E+000 -2.822565212952931E+001 
3.642000000000000E+009 -7.401021012681262E+000 -2.931428396015594E+001 
3.658000000000000E+009 -7.390728392772549E+000 -2.603725047203934E+001 
3.674000000000000E+009 -6.526308325819684E+000 -2.806052998095612E+001 
3.690000000000000E+009 -6.378009593071865E+000 -3.824055832169837E+001 
3.706000000000000E+009 -7.110605236809572E+000 -4.037414209437741E+001 
3.722000000000000E+009 -7.761380922249030E+000 -4.244226865428370E+001 
3.738000000000000E+009 -7.723008659795791E+000 -3.974570203101527E+001 
3.754000000000000E+009 -7.045150510859640E+000 -4.455883216612421E+001 
3.770000000000000E+009 -6.969642364520339E+000 -4.829089133378811E+001 
3.786000000000000E+009 -7.457467209657313E+000 -5.579722467428653E+001 
3.802000000000000E+009 -7.719157378255551E+000 -5.542502678138938E+001 
3.818000000000000E+009 -7.745695200884857E+000 -5.873861927032431E+001 
3.834000000000000E+009 -7.544132000020419E+000 -6.181744892481120E+001 
3.850000000000000E+009 -7.566468030633646E+000 -6.185914904977351E+001 
3.866000000000000E+009 -7.625970644479778E+000 -6.608090706769396E+001 
3.882000000000000E+009 -7.456446196219524E+000 -7.041532852009098E+001 
3.898000000000000E+009 -7.483173609408984E+000 -7.135920142646688E+001 
3.914000000000000E+009 -7.800259618128236E+000 -7.624635238041822E+001 
3.930000000000000E+009 -7.972586218322554E+000 -7.774025653624166E+001 
3.946000000000000E+009 -7.791023585279941E+000 -7.786117698516853E+001 
3.962000000000000E+009 -7.160275108438793E+000 -7.782590159182519E+001 
3.978000000000000E+009 -6.985326009278484E+000 -8.738453425598246E+001 
3.994000000000000E+009 -7.556064958275587E+000 -9.019913710336665E+001 
4.010000000000000E+009 -7.898742255153956E+000 -8.981271277581180E+001 
4.026000000000000E+009 -7.310558307327908E+000 -8.756346771884974E+001 
4.042000000000000E+009 -6.657441379666640E+000 -9.212761284964932E+001 
4.058000000000000E+009 -6.432199288524298E+000 -9.909210538123047E+001 
4.074000000000000E+009 -6.815912486050953E+000 -1.044963864779834E+002 
4.090000000000000E+009 -7.042237690848092E+000 -1.048444555391639E+002 
4.106000000000000E+009 -6.794778014976161E+000 -1.044933050560884E+002 
4.122000000000000E+009 -6.304587929889241E+000 -1.074957569255720E+002 
4.138000000000000E+009 -6.232277791941288E+000 -1.154854483603615E+002 
4.154000000000000E+009 -6.161318736415698E+000 -1.177611014797467E+002 
4.170000000000000E+009 -6.051701752321305E+000 -1.189350229577467E+002 
4.186000000000000E+009 -5.757699184487897E+000 -1.240714806388549E+002 
4.202000000000000E+009 -5.893322228548636E+000 -1.290216169332432E+002 
4.218000000000000E+009 -5.892936065983027E+000 -1.301932138094342E+002 
4.234000000000000E+009 -5.579447086983381E+000 -1.313578250574444E+002 
4.250000000000000E+009 -5.030339645026275E+000 -1.364953321474418E+002 
4.266000000000000E+009 -4.881337381537177E+000 -1.433997569582848E+002 
4.282000000000000E+009 -5.525206500777554E+000 -1.491724695382652E+002 
4.298000000000000E+009 -5.774454391204445E+000 -1.481990657222402E+002 
4.314000000000000E+009 -5.184985015399601E+000 -1.473394839829805E+002 
4.330000000000000E+009 -4.349374752979579E+000 -1.548694937539709E+002 
4.346000000000000E+009 -4.150244842879283E+000 -1.635482919988698E+002 
4.362000000000000E+009 -4.877972220061572E+000 -1.690531984358122E+002 
4.378000000000000E+009 -5.440959040391557E+000 -1.691469910048291E+002 
4.394000000000000E+009 -4.871588713607789E+000 -1.711402560694752E+002 
4.410000000000000E+009 -4.283032356556120E+000 -1.762758396719950E+002 
4.426000000000000E+009 -4.283377437054180E+000 1.754690268879598E+002 
4.442000000000000E+009 -4.677685763588316E+000 1.734549747616930E+002 
4.458000000000000E+009 -4.709161734878495E+000 1.715331100046251E+002 
4.474000000000000E+009 -4.359156985757390E+000 1.698019837281739E+002 
4.490000000000000E+009 -4.102738645673218E+000 1.618187049415243E+002 
4.506000000000000E+009 -4.461148541955284E+000 1.568567660974759E+002 
4.522000000000000E+009 -4.817759052070048E+000 1.547826848918704E+002 
4.538000000000000E+009 -4.372918985394546E+000 1.569910981837889E+002 
4.554000000000000E+009 -3.563902299401688E+000 1.477284670429813E+002 
4.570000000000000E+009 -3.502166847094395E+000 1.387468537610174E+002 
4.586000000000000E+009 -4.622324367640577E+000 1.322391957067492E+002 
4.602000000000000E+009 -5.145153837157957E+000 1.368166916912216E+002 
4.618000000000000E+009 -4.263793664285024E+000 1.383311867916302E+002 
4.634000000000000E+009 -3.161862822251001E+000 1.323297200026886E+002 
4.650000000000000E+009 -2.874055503098403E+000 1.180825000378706E+002 
